"Version,""Task"",""Concept"",""Att 1 - Verpflegung"",""Att 2 - Kundenbewertung"",""Att 3 - Art des Hotels"",""Att 4 - Meerblick"",""Att 5 - Preis"",""Att 6 - Zimmerkategorie"""
2,14,4,1,3,1,1,2,1
2,14,5,2,1,2,1,1,1
2,15,1,3,1,1,3,2,2
2,15,2,1,3,3,2,3,3
2,15,3,3,3,1,3,3,3
2,15,4,1,1,3,2,2,2
2,15,5,2,2,2,1,1,1
2,16,1,1,3,1,1,3,1
2,16,2,2,1,3,3,1,3
2,16,3,1,3,2,3,1,2
2,16,4,3,2,2,2,2,2
2,16,5,3,2,3,1,2,3
2,17,1,3,3,2,3,1,3
2,17,2,2,1,1,2,3,1
2,17,3,2,1,3,2,3,1
2,17,4,1,2,1,3,1,3
2,17,5,1,2,3,1,2,2
2,18,1,3,1,1,1,2,1
2,18,2,2,3,2,2,3,2
2,18,3,3,1,2,1,3,2
2,18,4,1,2,3,2,1,3
2,18,5,2,3,1,3,2,1
2,19,1,3,1,2,2,2,3
2,19,2,1,1,2,1,3,3
2,19,3,1,3,3,1,1,1
2,19,4,2,2,1,3,3,2
2,19,5,2,3,3,3,2,1
2,20,1,1,2,2,3,3,1
2,20,2,3,3,1,2,1,2
2,20,3,3,2,1,2,1,2
2,20,4,2,3,3,1,3,3
2,20,5,1,1,2,3,2,1
2,21,1,2,2,1,1,2,2
2,21,2,3,1,3,2,1,3
2,21,3,2,1,1,1,1,3
2,21,4,1,3,2,3,3,2
2,21,5,3,2,3,2,2,1
3,1,1,1,1,3,1,1,2
3,1,2,2,2,2,2,3,3
3,1,3,3,2,2,1,3,2
3,1,4,2,1,3,3,1,1
3,1,5,1,3,1,2,2,3
3,2,1,3,3,1,3,2,1
3,2,2,2,2,3,1,3,3
3,2,3,1,1,2,2,1,2
3,2,4,2,1,2,2,2,2
3,2,5,3,3,1,3,1,1
3,3,1,2,1,2,2,1,2
3,3,2,3,3,3,3,2,3
3,3,3,3,2,1,3,3,3
3,3,4,1,2,1,1,3,1
3,3,5,1,3,3,1,2,2
3,4,1,2,2,3,3,2,2
3,4,2,3,3,2,1,1,1
3,4,3,1,1,1,2,3,3
3,4,4,3,2,3,2,3,1
3,4,5,2,1,1,3,1,3
3,5,1,3,1,3,3,3,2
3,5,2,1,3,2,1,2,1
3,5,3,3,3,2,1,2,3
3,5,4,2,2,1,2,1,3
3,5,5,1,1,3,3,1,1
3,6,1,3,1,3,3,1,3
3,6,2,1,2,1,1,2,2
3,6,3,2,3,2,2,3,1
3,6,4,2,2,2,1,2,1
3,6,5,1,3,1,2,3,2
3,7,1,2,3,3,2,2,2
3,7,2,2,3,3,1,1,2
3,7,3,3,1,1,2,3,1
3,7,4,1,2,2,3,2,3
3,7,5,3,1,2,1,3,3
3,8,1,1,2,1,3,1,1
3,8,2,2,1,3,1,3,2
3,8,3,2,2,1,3,1,1
3,8,4,3,3,2,2,2,3
3,8,5,1,3,3,2,3,3
3,9,1,2,3,3,2,3,3
3,9,2,3,2,2,1,1,2
3,9,3,1,1,1,3,2,1
3,9,4,1,1,2,3,1,2
3,9,5,3,2,1,1,2,1
3,10,1,3,3,1,1,1,2
3,10,2,2,1,2,3,2,3
3,10,3,3,1,3,2,2,1
3,10,4,2,3,1,3,3,2
3,10,5,1,2,3,2,3,1
3,11,1,1,2,2,1,1,3
3,11,2,1,1,1,1,1,3
3,11,3,3,2,2,3,3,2
3,11,4,3,3,3,3,3,1
3,11,5,2,1,1,2,2,2
3,12,1,2,3,2,2,1,1
3,12,2,1,3,3,2,1,1
3,12,3,1,2,3,1,2,3
3,12,4,2,2,2,3,2,3
3,12,5,3,1,1,3,3,2
3,13,1,2,1,2,1,3,1
3,13,2,3,3,1,3,1,3
3,13,3,3,2,2,2,1,1
3,13,4,1,2,3,2,2,2
3,13,5,2,3,1,1,2,3
3,14,1,3,2,1,2,2,3
3,14,2,2,3,2,3,1,1
3,14,3,1,1,3,1,3,2
3,14,4,3,3,2,2,2,2
3,14,5,1,1,3,1,3,1
3,15,1,1,3,1,1,1,2
3,15,2,1,1,1,1,3,3
3,15,3,3,3,2,2,2,1
3,15,4,2,2,3,3,1,2
3,15,5,2,2,3,3,3,3
3,16,1,1,2,2,2,3,3
3,16,2,2,1,3,1,2,1
3,16,3,3,3,3,1,1,3
3,16,4,1,1,2,3,2,2
3,16,5,2,2,1,2,3,1
3,17,1,2,3,2,1,3,3
3,17,2,3,1,1,2,1,3
3,17,3,3,1,1,3,1,2
3,17,4,1,3,3,3,2,2
3,17,5,1,2,3,2,2,1
3,18,1,3,2,1,1,3,1
3,18,2,2,1,1,3,1,1
3,18,3,3,2,2,1,3,2
3,18,4,1,3,3,2,2,3
3,18,5,2,1,2,2,1,2
3,19,1,3,1,3,1,2,1
3,19,2,1,3,2,3,3,2
3,19,3,3,1,2,3,2,3
3,19,4,1,3,1,2,3,1
3,19,5,2,2,3,1,1,2
3,20,1,1,1,2,2,1,1
3,20,2,3,3,3,1,3,2
3,20,3,3,1,2,1,3,1
3,20,4,2,2,1,3,1,3
3,20,5,2,2,1,3,2,3
3,21,1,2,3,1,2,2,2
3,21,2,2,3,3,3,1,1
3,21,3,1,2,3,3,1,3
3,21,4,1,2,1,2,2,2
3,21,5,3,1,2,1,3,1
4,1,1,3,2,3,3,3,2
4,1,2,3,1,3,2,1,3
4,1,3,2,1,2,2,2,1
4,1,4,1,3,1,1,1,3
4,1,5,2,3,1,1,2,2
4,2,1,3,2,3,1,1,1
4,2,2,1,2,2,3,3,3
4,2,3,3,3,1,2,1,2
4,2,4,1,3,2,3,3,3
4,2,5,2,1,3,1,2,1
4,3,1,2,2,2,2,3,3
4,3,2,1,1,1,3,2,2
4,3,3,2,1,1,2,3,3
4,3,4,1,2,2,3,2,2
4,3,5,3,3,3,1,1,1
4,4,1,1,1,2,1,1,3
4,4,2,2,3,3,3,3,2
4,4,3,1,3,1,2,3,1
4,4,4,2,2,2,1,1,2
4,4,5,3,1,3,3,2,3
4,5,1,3,2,1,3,2,1
4,5,2,1,1,2,2,1,2
4,5,3,1,1,3,3,3,2
4,5,4,3,2,1,2,2,1
4,5,5,2,3,2,1,1,3
4,6,1,3,3,1,1,3,3
4,6,2,1,1,2,3,1,2
4,6,3,2,3,1,1,2,1
4,6,4,3,2,3,2,3,3
4,6,5,2,2,3,2,2,1
4,7,1,2,1,3,2,3,2
4,7,2,1,2,1,1,1,1
4,7,3,3,2,2,2,1,2
4,7,4,2,1,1,1,2,3
4,7,5,3,3,2,3,2,3
4,8,1,3,2,2,1,2,2
4,8,2,1,1,3,1,2,3
4,8,3,2,1,1,2,1,3
4,8,4,2,3,2,3,3,1
4,8,5,1,3,3,3,3,1
4,9,1,3,2,3,3,1,1
4,9,2,3,3,3,2,1,2
4,9,3,1,2,1,3,3,1
4,9,4,1,3,1,2,3,2
4,9,5,2,1,2,1,2,3
4,10,1,1,3,3,1,2,2
4,10,2,3,1,3,3,2,3
4,10,3,2,2,1,1,3,2
4,10,4,2,1,1,3,3,1
4,10,5,1,3,2,2,1,1
4,11,1,3,2,2,2,3,3
4,11,2,2,1,3,3,1,1
4,11,3,3,2,2,2,1,3
4,11,4,2,3,3,3,2,2
4,11,5,1,1,1,1,3,1
4,12,1,2,1,3,3,3,1
4,12,2,3,3,2,2,2,3
4,12,3,3,3,1,1,1,3
4,12,4,1,2,2,2,2,2
4,12,5,1,2,1,1,1,2
4,13,1,2,2,3,1,2,3
4,13,2,3,1,1,2,3,2
4,13,3,3,2,2,1,3,1
4,13,4,1,1,3,2,1,3
4,13,5,1,3,2,3,1,1
4,14,1,1,2,3,2,3,3
4,14,2,3,2,3,1,3,2
4,14,3,3,1,2,1,1,1
4,14,4,2,3,1,3,2,2
4,14,5,2,3,1,3,2,3
4,15,1,2,3,1,2,1,2
4,15,2,1,1,1,2,2,1
4,15,3,2,3,2,3,1,2
4,15,4,1,1,2,3,2,1
4,15,5,3,2,3,1,3,3
4,16,1,1,2,1,3,1,3
4,16,2,3,3,3,2,2,1
4,16,3,1,3,2,1,3,3
4,16,4,2,2,3,2,1,1
4,16,5,3,1,1,3,2,2
4,17,1,2,1,2,1,3,2
4,17,2,1,3,3,2,2,3
4,17,3,1,2,1,1,2,1
4,17,4,2,1,2,2,3,2
4,17,5,3,2,1,3,1,1
4,18,1,2,1,3,1,1,2
4,18,2,3,3,2,3,3,3
4,18,3,2,1,2,3,3,3
4,18,4,3,3,3,1,1,2
4,18,5,1,2,1,2,2,1
4,19,1,3,1,1,2,3,3
4,19,2,3,2,2,3,2,2
4,19,3,2,2,2,1,2,1
4,19,4,2,3,3,2,3,1
4,19,5,1,1,1,1,1,3
4,20,1,2,2,1,1,3,3
4,20,2,3,3,1,1,3,1
4,20,3,1,2,3,3,1,2
4,20,4,3,1,2,2,2,1
4,20,5,1,3,3,3,1,2
4,21,1,2,3,2,2,1,3
4,21,2,3,2,1,3,3,1
4,21,3,1,3,2,2,1,2
4,21,4,2,1,3,3,2,3
4,21,5,1,1,3,1,2,2
5,1,1,3,3,1,1,2,2
5,1,2,3,1,3,3,1,3
5,1,3,2,2,2,3,1,1
5,1,4,2,2,1,2,3,2
5,1,5,1,3,2,1,2,1
5,2,1,2,3,1,1,1,1
5,2,2,3,2,2,3,2,2
5,2,3,1,1,3,2,3,1
5,2,4,1,1,3,2,3,3
5,2,5,2,3,1,3,2,3
5,3,1,1,2,2,1,3,3
5,3,2,3,1,1,2,1,2
5,3,3,3,1,2,1,3,2
5,3,4,1,2,3,2,1,3
5,3,5,2,3,1,3,2,1
5,4,1,2,2,3,2,2,2
5,4,2,3,1,1,1,1,3
5,4,3,1,3,2,3,3,1
5,4,4,2,2,2,2,1,1
5,4,5,3,3,3,3,3,2
5,5,1,3,3,2,3,1,1
5,5,2,3,3,1,2,3,3
5,5,3,2,2,1,2,3,2
5,5,4,1,1,3,1,2,3
5,5,5,1,1,3,1,2,1
5,6,1,1,1,1,1,1,2
5,6,2,3,3,1,2,3,1
5,6,3,2,2,2,3,2,3
5,6,4,2,2,3,1,1,3
5,6,5,1,1,2,3,2,2
5,7,1,3,3,3,2,2,3
5,7,2,2,3,3,1,3,2
5,7,3,2,1,2,1,1,1
5,7,4,1,2,1,3,1,3
5,7,5,3,1,2,2,2,1
5,8,1,1,2,3,3,3,1
5,8,2,2,1,1,2,2,2
5,8,3,3,1,1,2,1,1
5,8,4,1,2,3,3,3,2
5,8,5,2,3,2,1,2,3
5,9,1,1,3,2,3,3,3
5,9,2,1,3,2,1,1,2
5,9,3,3,2,3,1,1,2
5,9,4,2,1,1,2,2,1
5,9,5,3,1,3,3,3,3
5,10,1,1,2,1,1,2,3
5,10,2,2,3,3,2,1,3
5,10,3,1,1,1,3,3,1
5,10,4,3,3,3,3,1,1
5,10,5,3,2,2,1,2,2
5,11,1,1,1,1,3,1,3
5,11,2,2,2,2,2,3,1
5,11,3,2,2,2,2,3,2
5,11,4,3,1,1,3,2,2
5,11,5,3,3,3,1,2,1
5,12,1,2,2,3,1,3,3
5,12,2,3,1,1,3,2,1
5,12,3,1,3,2,2,1,2
5,12,4,2,2,3,2,1,1
5,12,5,1,3,1,1,3,2
5,13,1,3,1,2,2,1,3
5,13,2,1,3,2,2,2,3
5,13,3,3,2,1,1,1,1
5,13,4,2,2,3,3,2,2
5,13,5,2,1,3,3,3,2
5,14,1,2,1,1,3,1,1
5,14,2,1,1,2,1,3,1
5,14,3,1,3,2,1,3,3
5,14,4,3,2,3,2,2,2
5,14,5,2,3,1,3,1,3
5,15,1,1,2,1,2,2,2
5,15,2,2,1,1,3,1,1
5,15,3,3,3,3,1,3,1
5,15,4,1,3,3,2,2,3
5,15,5,3,2,2,1,3,2
5,16,1,1,1,3,2,1,2
5,16,2,2,1,2,1,2,3
5,16,3,3,3,3,3,3,2
5,16,4,3,2,2,3,2,3
5,16,5,2,3,1,1,3,1
5,17,1,3,1,1,1,3,3
5,17,2,2,1,2,3,3,2
5,17,3,2,3,3,3,2,2
5,17,4,1,2,1,2,1,3
5,17,5,1,2,2,2,1,1
5,18,1,2,1,1,3,3,2
5,18,2,3,2,2,3,2,3
5,18,3,1,2,3,1,2,1
5,18,4,1,3,3,1,1,1
5,18,5,3,3,2,2,1,3
5,19,1,2,2,2,3,1,3
5,19,2,2,3,1,2,3,3
5,19,3,3,1,3,2,3,1
5,19,4,3,1,2,1,1,2
5,19,5,1,3,1,1,2,2
5,20,1,2,3,2,1,1,2
5,20,2,3,1,1,3,3,3
5,20,3,2,2,3,1,1,3
5,20,4,1,1,2,2,2,1
5,20,5,1,2,3,2,2,1
5,21,1,2,1,2,1,1,3
5,21,2,1,3,2,3,2,1
5,21,3,3,3,3,2,2,1
5,21,4,1,2,1,3,3,2
5,21,5,3,2,1,2,3,2
6,1,1,2,1,3,2,2,3
6,1,2,2,3,1,1,2,3
6,1,3,3,2,1,1,1,2
6,1,4,1,1,2,2,3,2
6,1,5,3,2,3,3,1,1
6,2,1,1,2,2,3,3,1
6,2,2,3,1,2,1,2,2
6,2,3,2,2,1,2,1,3
6,2,4,1,3,3,3,3,1
6,2,5,3,3,3,2,1,2
6,3,1,2,1,3,1,3,1
6,3,2,1,1,3,1,2,3
6,3,3,1,3,1,3,2,3
6,3,4,3,2,2,2,1,2
6,3,5,2,3,2,3,3,1
6,4,1,1,3,1,1,1,2
6,4,2,3,2,3,3,2,3
6,4,3,2,2,2,1,2,1
6,4,4,1,1,3,3,1,2
6,4,5,3,3,1,2,3,3
6,5,1,2,1,1,2,2,1
6,5,2,3,2,3,1,3,3
6,5,3,2,1,1,2,3,1
6,5,4,3,3,2,3,1,3
6,5,5,1,2,3,1,2,2
6,6,1,3,2,3,1,2,3
6,6,2,1,1,1,3,1,1
6,6,3,1,1,2,2,3,3
6,6,4,2,3,1,3,1,2
6,6,5,2,3,2,2,3,2
6,7,1,1,2,1,2,3,2
6,7,2,3,3,1,1,2,2
6,7,3,2,3,3,3,2,3
6,7,4,2,2,3,3,1,1
6,7,5,3,1,2,1,1,1
6,8,1,2,2,1,1,3,3
6,8,2,1,3,2,2,3,1
6,8,3,3,2,1,3,2,3
6,8,4,1,1,2,2,2,1
6,8,5,2,1,3,1,1,2
6,9,1,3,1,3,3,3,1
6,9,2,1,1,2,3,3,2
6,9,3,2,2,1,1,2,3
6,9,4,1,3,2,2,1,2
6,9,5,3,3,3,2,1,1
6,10,1,1,2,1,1,1,1
6,10,2,2,2,2,3,2,2
6,10,3,3,3,2,3,3,3
6,10,4,2,1,3,2,2,2
6,10,5,1,1,3,2,1,3
6,11,1,2,3,3,1,3,1
6,11,2,1,1,3,3,1,3
6,11,3,3,1,1,2,2,2
6,11,4,3,3,1,1,3,1
6,11,5,2,2,2,2,2,2
6,12,1,3,2,2,3,1,1
6,12,2,3,3,2,1,1,1
6,12,3,2,1,3,2,2,2
6,12,4,1,3,1,1,3,3
6,12,5,1,2,1,3,3,3
6,13,1,2,3,3,2,1,3
6,13,2,2,2,3,2,3,1
6,13,3,1,2,2,1,2,1
6,13,4,3,1,2,1,1,3
6,13,5,1,3,1,3,2,2
6,14,1,2,2,1,3,1,1
6,14,2,3,1,3,1,3,2
6,14,3,3,1,1,3,3,2
6,14,4,2,3,2,1,2,1
6,14,5,1,2,3,2,1,3
6,15,1,1,3,1,2,1,2
6,15,2,3,3,1,2,2,3
6,15,3,2,1,3,1,1,1
6,15,4,1,2,2,3,3,2
6,15,5,3,1,2,3,2,3
6,16,1,1,2,1,1,1,2
6,16,2,3,3,3,3,2,1
6,16,3,2,1,2,2,3,3
6,16,4,3,2,1,2,3,1
6,16,5,1,1,3,1,2,3
6,17,1,1,1,1,1,2,1
6,17,2,2,3,3,3,3,2
6,17,3,3,2,3,2,1,3
6,17,4,3,2,2,2,2,1
6,17,5,2,3,2,3,3,2
6,18,1,2,1,2,3,1,3
6,18,2,1,3,3,1,3,2
6,18,3,1,3,2,3,1,2
6,18,4,3,2,1,2,2,1
6,18,5,2,1,1,1,3,3
6,19,1,1,1,1,3,1,1
6,19,2,3,1,2,1,2,2
6,19,3,2,2,2,1,3,2
6,19,4,1,2,3,3,3,1
6,19,5,2,3,1,2,1,3
6,20,1,1,1,2,3,3,1
6,20,2,2,2,1,1,1,2
6,20,3,3,3,3,2,2,3
6,20,4,3,3,3,2,3,3
6,20,5,2,2,1,3,2,2
6,21,1,2,2,1,3,3,1
6,21,2,3,1,3,2,1,2
6,21,3,3,3,2,1,1,1
6,21,4,1,1,1,2,2,3
6,21,5,1,3,2,1,2,3
7,1,1,3,1,1,1,1,2
7,1,2,1,2,2,2,3,3
7,1,3,2,3,3,3,2,1
7,1,4,2,1,2,2,2,1
7,1,5,1,2,3,1,3,3
7,2,1,1,3,1,2,3,1
7,2,2,2,1,2,2,3,3
7,2,3,1,2,1,1,2,1
7,2,4,3,3,3,3,1,2
7,2,5,3,2,3,3,1,2
7,3,1,3,1,2,3,2,3
7,3,2,2,3,3,1,1,2
7,3,3,3,1,3,3,2,2
7,3,4,2,3,2,1,1,3
7,3,5,1,2,1,2,3,1
7,4,1,1,1,1,3,1,3
7,4,2,1,3,1,2,2,2
7,4,3,3,2,2,2,3,2
7,4,4,3,1,3,1,3,1
7,4,5,2,3,3,1,2,1
7,5,1,3,3,1,1,3,2
7,5,2,3,1,1,1,3,3
7,5,3,2,2,2,3,1,3
7,5,4,1,1,3,2,2,1
7,5,5,2,2,2,3,1,1
7,6,1,1,3,2,3,1,3
7,6,2,2,3,2,2,1,2
7,6,3,3,1,1,1,3,1
7,6,4,2,2,3,2,2,2
7,6,5,1,2,3,3,2,3
7,7,1,1,1,2,1,2,2
7,7,2,2,1,2,2,1,1
7,7,3,3,3,1,3,2,3
7,7,4,1,2,3,1,3,2
7,7,5,2,3,3,3,3,3
7,8,1,3,2,1,2,1,3
7,8,2,3,2,1,2,1,1
7,8,3,1,3,2,3,2,2
7,8,4,2,1,3,1,3,3
7,8,5,2,3,2,1,2,1
7,9,1,2,3,1,1,2,3
7,9,2,3,2,2,2,3,2
7,9,3,1,1,1,2,1,2
7,9,4,3,2,3,3,3,1
7,9,5,1,1,3,3,1,1
7,10,1,1,2,3,1,1,3
7,10,2,1,3,3,2,1,1
7,10,3,2,1,1,3,2,2
7,10,4,3,3,2,2,3,1
7,10,5,3,2,2,1,2,2
7,11,1,2,1,1,3,3,3
7,11,2,3,1,2,1,1,1
7,11,3,3,3,3,2,2,2
7,11,4,2,2,1,3,3,3
7,11,5,1,2,2,1,1,1
7,12,1,1,3,1,3,2,3
7,12,2,1,3,3,2,3,3
7,12,3,3,2,2,1,1,1
7,12,4,2,1,3,2,3,2
7,12,5,2,1,1,3,2,2
7,13,1,3,3,1,3,1,2
7,13,2,1,1,3,1,3,2
7,13,3,2,3,1,2,1,1
7,13,4,2,2,3,2,2,1
7,13,5,3,2,2,3,2,3
7,14,1,2,2,1,2,1,2
7,14,2,2,2,3,1,1,2
7,14,3,1,1,2,2,3,3
7,14,4,1,1,2,1,3,3
7,14,5,3,3,3,3,2,1
7,15,1,2,2,3,2,1,2
7,15,2,1,3,2,3,3,1
7,15,3,3,1,1,1,2,3
7,15,4,1,3,1,1,2,1
7,15,5,3,1,2,3,3,3
7,16,1,3,2,1,2,2,3
7,16,2,3,3,3,1,1,3
7,16,3,1,1,3,3,1,1
7,16,4,2,1,2,2,2,1
7,16,5,2,3,2,1,3,2
7,17,1,1,2,1,3,3,2
7,17,2,2,1,3,1,1,3
7,17,3,3,3,2,2,2,1
7,17,4,2,3,1,1,3,1
7,17,5,1,2,2,3,2,2
7,18,1,1,2,3,2,3,3
7,18,2,3,1,1,3,1,2
7,18,3,2,3,2,1,2,1
7,18,4,3,2,3,3,3,3
7,18,5,1,1,1,2,1,2
7,19,1,3,1,2,2,3,2
7,19,2,2,1,3,3,2,1
7,19,3,3,2,1,1,3,2
7,19,4,1,2,1,1,2,1
7,19,5,1,3,2,2,1,3
7,20,1,2,2,2,3,1,3
7,20,2,3,1,1,2,3,1
7,20,3,2,3,3,3,1,3
7,20,4,1,3,3,2,3,2
7,20,5,1,2,2,1,2,2
7,21,1,3,3,1,1,1,3
7,21,2,3,1,3,3,1,1
7,21,3,1,2,2,2,3,2
7,21,4,2,3,1,1,2,3
7,21,5,2,1,3,3,2,1
8,1,1,3,1,3,1,2,2
8,1,2,1,1,1,2,2,3
8,1,3,1,3,1,3,3,1
8,1,4,2,2,3,1,3,1
8,1,5,3,3,2,3,1,2
8,2,1,1,3,3,1,2,2
8,2,2,2,2,2,2,2,3
8,2,3,3,1,1,3,3,1
8,2,4,1,1,1,1,1,1
8,2,5,2,2,2,2,1,3
8,3,1,2,3,2,2,3,2
8,3,2,3,2,3,3,1,3
8,3,3,3,3,3,2,3,3
8,3,4,2,2,1,3,1,2
8,3,5,1,1,2,1,2,1
8,4,1,1,1,1,2,1,3
8,4,2,3,2,2,3,2,1
8,4,3,2,1,2,1,3,3
8,4,4,1,2,3,3,1,1
8,4,5,3,3,1,2,2,2
8,5,1,3,1,2,2,1,1
8,5,2,1,3,2,3,1,3
8,5,3,1,2,1,3,2,3
8,5,4,2,2,3,1,3,2
8,5,5,2,3,3,1,3,2
8,6,1,3,3,3,1,3,1
8,6,2,2,1,1,2,2,2
8,6,3,2,3,1,2,3,1
8,6,4,1,2,2,3,1,3
8,6,5,3,1,3,1,2,2
