"Version","Task","Concept","Att 1 - Preis","Att 2 - Verpflegung","Att 3 - Zimmerkategorie","Att 4 - Kundenbewertung","Att 5 - Meerblick"
75,1,3,2,3,2,3,2
75,1,4,1,2,3,2,1
75,1,5,3,2,1,2,3
76,1,1,2,2,1,3,1
76,1,2,2,1,3,2,3
76,1,3,1,3,3,1,3
76,1,4,1,2,1,3,2
76,1,5,3,3,2,1,1
77,1,1,3,3,3,1,2
77,1,2,1,3,1,3,2
77,1,3,2,2,3,1,3
77,1,4,3,1,2,2,1
77,1,5,1,1,2,2,1
78,1,1,3,1,1,3,3
78,1,2,2,2,2,2,1
78,1,3,2,1,1,3,1
78,1,4,3,2,2,1,3
78,1,5,1,3,3,1,2
79,1,1,2,3,1,2,3
79,1,2,3,2,3,3,2
79,1,3,3,3,1,2,2
79,1,4,1,1,2,3,3
79,1,5,2,2,3,1,1
80,1,1,2,1,3,3,2
80,1,2,3,3,1,1,3
80,1,3,2,3,3,3,1
80,1,4,1,1,2,2,2
80,1,5,1,2,2,2,1
81,1,1,1,2,1,2,3
81,1,2,3,1,2,1,1
81,1,3,1,1,1,2,1
81,1,4,2,3,3,3,2
81,1,5,3,2,2,1,2
82,1,1,2,2,3,2,1
82,1,2,3,2,1,3,1
82,1,3,2,1,2,1,3
82,1,4,1,3,3,2,2
82,1,5,1,3,2,3,3
83,1,1,2,3,2,2,1
83,1,2,3,1,1,1,2
83,1,3,1,2,3,3,3
83,1,4,2,1,1,1,3
83,1,5,3,2,2,3,2
84,1,1,2,2,2,3,2
84,1,2,1,3,1,1,1
84,1,3,3,1,3,2,3
84,1,4,1,1,3,1,3
84,1,5,3,3,1,2,1
85,1,1,1,3,2,1,1
85,1,2,1,1,3,3,1
85,1,3,2,1,1,2,2
85,1,4,3,2,3,3,3
85,1,5,2,2,2,1,3
86,1,1,2,2,3,1,1
86,1,2,3,2,1,2,2
86,1,3,1,1,2,3,3
86,1,4,2,3,2,3,3
86,1,5,3,3,1,2,2
87,1,1,1,1,3,2,2
87,1,2,3,1,3,1,2
87,1,3,1,3,1,3,1
87,1,4,3,3,2,1,1
87,1,5,2,2,2,2,3
88,1,1,1,2,2,1,2
88,1,2,1,2,1,2,3
88,1,3,3,3,3,2,3
88,1,4,2,3,3,1,2
88,1,5,2,1,1,3,1
89,1,1,1,2,2,1,2
89,1,2,3,1,1,3,1
89,1,3,1,3,1,1,3
89,1,4,3,1,2,3,1
89,1,5,2,3,3,2,3
90,1,1,1,3,2,1,3
90,1,2,3,1,1,3,2
90,1,3,2,2,3,2,1
90,1,4,3,2,3,3,1
90,1,5,2,1,1,2,2
91,1,1,1,1,3,2,2
91,1,2,1,2,1,3,3
91,1,3,3,3,3,2,1
91,1,4,2,2,1,1,1
91,1,5,2,1,2,1,2
92,1,1,1,2,1,2,1
92,1,2,3,3,2,3,3
92,1,3,3,3,2,3,2
92,1,4,2,1,1,1,3
92,1,5,2,1,3,1,2
93,1,1,2,1,1,1,2
93,1,2,3,2,3,3,3
93,1,3,1,3,2,2,1
93,1,4,1,3,3,3,1
93,1,5,3,2,2,2,3
94,1,1,2,1,2,2,3
94,1,2,3,3,1,1,1
94,1,3,3,2,2,1,2
94,1,4,1,2,3,3,2
94,1,5,2,3,1,3,3
95,1,1,2,3,1,3,2
95,1,2,1,1,2,3,1
95,1,3,3,2,2,1,3
95,1,4,3,3,3,2,2
95,1,5,1,1,3,2,1
96,1,1,2,2,1,2,1
96,1,2,1,1,3,1,3
96,1,3,1,2,1,2,3
96,1,4,3,3,2,3,2
96,1,5,2,3,3,1,1
97,1,1,3,1,3,1,1
97,1,2,1,2,1,1,2
97,1,3,3,3,3,2,3
97,1,4,2,2,2,2,2
97,1,5,2,1,2,3,1
98,1,1,3,2,3,2,2
98,1,2,2,3,2,1,1
98,1,3,3,1,1,3,3
98,1,4,1,1,1,3,3
98,1,5,1,3,2,2,2
99,1,1,1,2,3,3,1
99,1,2,2,2,3,3,3
99,1,3,3,1,2,2,2
99,1,4,1,3,1,1,1
99,1,5,3,1,1,1,3
100,1,1,2,3,3,1,3
100,1,2,2,1,3,2,3
100,1,3,3,3,1,3,2
100,1,4,1,1,2,3,2
100,1,5,1,2,2,1,1
101,1,1,2,2,1,2,1
101,1,2,3,2,1,2,1
101,1,3,1,3,2,3,3
101,1,4,3,1,3,1,2
101,1,5,2,3,3,3,2
102,1,1,1,1,2,2,1
102,1,2,1,2,1,1,2
102,1,3,2,1,2,2,3
102,1,4,3,3,3,3,1
102,1,5,2,2,1,1,3
103,1,1,2,2,2,3,2
103,1,2,1,3,3,2,3
103,1,3,1,3,1,2,2
103,1,4,2,1,3,3,3
103,1,5,3,2,2,1,1
104,1,1,1,2,3,1,3
104,1,2,1,2,3,3,2
104,1,3,3,1,1,3,1
104,1,4,3,1,1,1,1
104,1,5,2,3,2,2,3
105,1,1,2,3,1,2,2
105,1,2,1,2,3,3,3
105,1,3,3,1,2,1,3
105,1,4,3,1,1,2,2
105,1,5,2,3,2,1,1
106,1,1,2,2,1,3,1
106,1,2,1,1,3,1,2
106,1,3,3,2,2,1,2
106,1,4,2,1,3,2,1
106,1,5,3,3,2,2,3
107,1,1,3,2,3,2,3
107,1,2,2,1,2,1,2
107,1,3,1,3,1,3,3
107,1,4,3,2,3,1,1
107,1,5,1,3,1,3,1
108,1,1,2,1,2,3,1
108,1,2,1,1,2,2,1
108,1,3,3,2,3,1,3
108,1,4,1,3,1,2,2
108,1,5,2,3,1,3,2
109,1,1,2,3,3,1,1
109,1,2,3,3,1,1,3
109,1,3,1,2,2,2,2
109,1,4,2,2,2,3,1
109,1,5,3,1,1,3,3
110,1,1,2,2,1,1,3
110,1,2,1,1,3,1,2
110,1,3,3,2,1,2,1
110,1,4,1,1,3,2,2
110,1,5,3,3,2,3,1
111,1,1,1,1,2,3,3
111,1,2,3,2,1,1,1
111,1,3,1,3,2,2,3
111,1,4,2,1,3,3,2
111,1,5,2,3,3,2,2
112,1,1,3,3,2,1,2
112,1,2,2,2,3,3,1
112,1,3,3,2,2,3,2
112,1,4,2,1,1,2,3
112,1,5,1,3,3,1,1
113,1,1,3,3,3,1,3
113,1,2,1,1,1,2,3
113,1,3,1,1,1,2,1
113,1,4,3,2,3,3,1
113,1,5,2,3,2,1,2
114,1,1,2,1,2,2,3
114,1,2,1,2,1,3,2
114,1,3,1,1,2,3,3
114,1,4,2,2,1,2,2
114,1,5,3,3,3,1,1
115,1,1,1,2,2,1,1
115,1,2,2,3,1,2,3
115,1,3,3,1,3,3,2
115,1,4,3,1,2,2,1
115,1,5,1,3,1,1,2
116,1,1,3,3,1,3,2
116,1,2,3,1,1,1,2
116,1,3,1,3,2,2,1
116,1,4,2,2,3,2,3
116,1,5,2,2,3,3,3
117,1,1,1,1,3,1,1
117,1,2,2,2,2,3,2
117,1,3,1,2,2,1,3
117,1,4,3,3,1,2,2
117,1,5,2,1,3,3,1
118,1,1,1,1,3,3,2
118,1,2,2,3,3,2,1
118,1,3,2,3,1,1,3
118,1,4,3,2,2,2,1
118,1,5,1,2,1,3,3
119,1,1,2,2,1,1,2
119,1,2,2,3,1,3,1
119,1,3,3,1,2,1,3
119,1,4,3,1,2,3,3
119,1,5,1,2,3,2,2
120,1,1,3,1,1,2,1
120,1,2,1,3,3,1,3
120,1,3,3,3,3,2,3
120,1,4,2,2,1,3,2
120,1,5,1,1,2,1,1
121,1,1,1,3,1,3,1
121,1,2,2,1,2,1,2
121,1,3,3,3,2,3,3
121,1,4,3,2,3,2,3
121,1,5,2,1,3,1,1
122,1,1,2,1,1,1,3
122,1,2,3,3,3,3,1
122,1,3,1,2,2,2,2
122,1,4,1,1,1,3,3
122,1,5,3,2,2,2,2
123,1,1,2,3,2,2,1
123,1,2,2,3,2,1,2
123,1,3,1,2,3,1,2
123,1,4,1,2,3,2,1
123,1,5,3,1,1,3,3
124,1,1,3,2,1,1,3
124,1,2,2,3,2,3,3
124,1,3,1,3,3,3,2
124,1,4,1,2,1,1,1
124,1,5,3,1,3,2,2
125,1,1,3,2,1,3,2
125,1,2,2,1,1,2,1
125,1,3,1,3,3,1,3
125,1,4,1,2,2,3,3
125,1,5,2,1,2,2,1
126,1,1,2,3,2,1,1
126,1,2,1,2,1,3,3
126,1,3,2,1,3,1,2
126,1,4,3,3,2,2,1
126,1,5,3,1,3,2,2
127,1,1,2,2,3,3,1
127,1,2,3,3,1,1,2
127,1,3,1,3,1,2,3
127,1,4,2,2,3,2,3
127,1,5,1,1,2,3,1
128,1,1,3,1,2,1,2
128,1,2,3,1,2,3,2
128,1,3,2,2,1,2,3
128,1,4,1,3,3,3,1
128,1,5,1,2,1,1,1
129,1,1,3,1,3,1,3
129,1,2,2,2,2,1,2
129,1,3,3,3,3,2,3
129,1,4,2,3,2,2,2
129,1,5,1,2,1,3,1
130,1,1,2,3,3,3,3
130,1,2,1,1,1,2,2
130,1,3,3,2,2,1,1
130,1,4,2,1,1,1,1
130,1,5,1,3,2,3,2
131,1,1,1,1,2,2,3
131,1,2,3,1,3,2,3
131,1,3,2,2,2,3,1
131,1,4,3,2,3,3,2
131,1,5,1,3,1,1,2
132,1,1,2,1,3,2,2
132,1,2,3,3,1,1,1
132,1,3,1,2,2,3,2
132,1,4,2,1,3,1,3
132,1,5,3,3,1,2,1
133,1,1,1,3,3,2,2
133,1,2,3,1,3,3,1
133,1,3,1,3,2,1,3
133,1,4,3,2,2,1,3
133,1,5,2,1,1,3,1
134,1,1,3,3,2,3,2
134,1,2,2,2,1,2,2
134,1,3,1,1,3,1,1
134,1,4,1,1,2,3,3
134,1,5,2,2,1,2,3
135,1,1,2,3,1,1,3
135,1,2,3,2,3,2,1
135,1,3,1,1,2,3,2
135,1,4,3,2,1,2,3
135,1,5,2,3,3,1,1
136,1,1,3,3,3,1,3
136,1,2,2,1,1,3,2
136,1,3,1,2,3,1,2
136,1,4,2,3,2,3,3
136,1,5,1,2,2,2,1
137,1,1,1,3,2,1,2
137,1,2,2,2,3,3,3
137,1,3,2,2,2,2,2
137,1,4,3,1,1,2,1
137,1,5,3,1,1,3,1
138,1,1,1,3,3,2,1
138,1,2,3,3,3,3,1
138,1,3,2,2,2,3,2
138,1,4,3,1,1,1,3
138,1,5,1,1,1,2,3
139,1,1,2,3,1,3,3
139,1,2,2,1,2,2,1
139,1,3,1,1,3,2,2
139,1,4,3,3,1,1,2
139,1,5,3,2,2,1,1
140,1,1,3,1,3,3,2
140,1,2,3,3,1,2,2
140,1,3,1,2,2,1,3
140,1,4,1,2,3,1,3
140,1,5,2,1,2,3,1
141,1,1,1,3,2,2,3
141,1,2,2,2,3,1,1
141,1,3,2,2,3,2,3
141,1,4,1,3,1,1,1
141,1,5,3,1,2,3,2
142,1,1,1,2,1,3,1
142,1,2,3,2,3,3,3
142,1,3,1,3,2,2,1
142,1,4,2,1,1,1,2
142,1,5,2,3,3,2,2
143,1,1,3,1,2,1,3
143,1,2,1,1,1,1,3
143,1,3,1,2,3,2,2
143,1,4,3,2,2,2,1
143,1,5,2,3,1,3,1
144,1,1,1,2,2,2,1
144,1,2,3,2,1,1,2
144,1,3,3,3,1,3,3
144,1,4,2,3,3,3,3
144,1,5,2,1,3,1,2
145,1,1,2,1,2,2,3
145,1,2,1,3,3,3,2
145,1,3,2,2,1,1,2
145,1,4,3,3,2,2,3
145,1,5,1,1,3,3,1
146,1,1,1,3,3,2,2
146,1,2,3,1,1,1,1
146,1,3,2,2,2,3,3
146,1,4,1,1,1,1,1
146,1,5,3,2,3,3,3
147,1,1,2,3,2,1,1
147,1,2,1,2,3,3,3
147,1,3,3,3,2,1,2
147,1,4,3,1,1,2,2
147,1,5,2,1,1,2,1
148,1,1,1,1,2,1,3
148,1,2,3,2,3,2,1
148,1,3,1,2,1,2,2
148,1,4,2,3,3,1,1
148,1,5,2,3,1,3,2
149,1,1,2,2,1,2,3
149,1,2,1,3,1,2,1
149,1,3,2,2,3,1,2
149,1,4,3,1,2,3,3
149,1,5,3,1,2,3,1
150,1,1,1,1,3,1,3
150,1,2,1,1,3,3,2
150,1,3,2,2,1,2,1
150,1,4,3,3,2,1,3
150,1,5,3,3,2,3,2
151,1,1,2,1,2,2,2
151,1,2,3,2,1,3,2
151,1,3,2,1,3,2,3
151,1,4,3,2,3,1,1
151,1,5,1,3,1,3,3
152,1,1,3,3,3,2,3
152,1,2,1,3,2,1,1
152,1,3,1,2,2,1,1
152,1,4,2,2,1,3,3
152,1,5,3,1,3,2,2
153,1,1,2,3,3,3,1
153,1,2,3,2,3,2,3
153,1,3,1,1,1,3,1
153,1,4,2,3,2,1,2
153,1,5,1,1,1,1,2
154,1,1,1,1,2,2,3
154,1,2,1,3,1,2,3
154,1,3,3,2,1,1,2
154,1,4,2,3,3,3,1
154,1,5,3,2,2,3,1
155,1,1,1,3,1,3,2
155,1,2,3,3,1,2,1
155,1,3,2,1,2,1,2
155,1,4,2,1,2,1,3
155,1,5,1,2,3,3,3
156,1,1,3,2,2,2,2
156,1,2,2,2,2,2,2
156,1,3,1,3,1,3,3
156,1,4,3,1,3,1,1
156,1,5,2,1,3,1,1
157,1,1,3,3,3,1,2
157,1,2,3,3,2,2,1
157,1,3,2,2,1,1,3
157,1,4,1,1,3,3,2
157,1,5,1,2,2,2,1
158,1,1,2,3,3,2,2
158,1,2,2,1,1,3,3
158,1,3,3,3,2,2,2
158,1,4,1,2,3,1,1
158,1,5,3,1,1,3,3
159,1,1,1,1,1,1,3
159,1,2,2,2,2,3,1
159,1,3,1,2,2,1,3
159,1,4,3,3,3,2,2
159,1,5,2,1,1,3,1
160,1,1,1,1,3,2,1
160,1,2,3,1,2,2,3
160,1,3,3,2,1,3,2
160,1,4,1,2,1,1,2
160,1,5,2,3,2,1,3
161,1,1,2,3,2,3,1
161,1,2,1,1,2,2,2
161,1,3,2,3,3,3,1
161,1,4,3,2,1,1,3
161,1,5,3,1,3,1,3
162,1,1,3,1,2,1,3
162,1,2,2,2,3,3,2
162,1,3,2,2,1,2,2
162,1,4,1,3,1,2,1
162,1,5,1,3,3,3,1
163,1,1,1,3,1,1,2
163,1,2,1,1,2,3,2
163,1,3,2,1,3,2,3
163,1,4,3,2,2,3,1
163,1,5,3,2,1,2,1
164,1,1,3,1,1,3,1
164,1,2,3,1,3,3,2
164,1,3,2,3,2,1,3
164,1,4,2,3,3,1,3
164,1,5,1,2,2,2,2
165,1,1,3,1,2,3,2
165,1,2,1,2,3,2,3
165,1,3,2,3,1,2,3
165,1,4,1,2,3,1,1
165,1,5,2,3,1,1,1
166,1,1,2,1,3,1,2
166,1,2,2,1,1,2,1
166,1,3,1,3,2,3,3
166,1,4,3,2,3,1,2
166,1,5,3,3,1,3,3
167,1,1,1,1,2,2,1
167,1,2,1,2,2,2,1
167,1,3,3,3,1,1,2
167,1,4,2,2,1,3,2
167,1,5,2,1,3,3,3
168,1,1,1,1,1,3,2
168,1,2,1,3,3,1,1
168,1,3,2,2,2,1,1
168,1,4,3,3,3,2,3
168,1,5,3,2,2,2,3
169,1,1,2,3,2,2,2
169,1,2,3,1,1,2,1
169,1,3,3,2,3,3,1
169,1,4,2,2,2,3,3
169,1,5,1,1,1,1,3
170,1,1,3,2,2,3,3
170,1,2,3,1,2,1,1
170,1,3,2,1,1,2,1
170,1,4,1,3,3,1,2
170,1,5,1,3,3,3,2
171,1,1,1,2,1,2,3
171,1,2,2,2,1,1,2
171,1,3,3,3,2,3,1
171,1,4,1,3,3,2,3
171,1,5,2,1,3,1,2
172,1,1,3,2,3,1,1
172,1,2,1,2,2,3,3
172,1,3,2,3,2,2,2
172,1,4,2,1,3,2,2
172,1,5,3,3,1,1,1
173,1,1,3,3,3,2,3
173,1,2,3,3,2,1,2
173,1,3,1,1,1,3,1
173,1,4,1,1,1,3,3
173,1,5,2,2,3,2,1
