"Version","Task","Concept","Att 1 - Preis","Att 2 - Verpflegung","Att 3 - Zimmerkategorie","Att 4 - Kundenbewertung","Att 5 - Meerblick"
44,1,2,3,3,2,2,3
45,1,1,2,2,3,1,2
45,1,2,1,1,1,3,1
46,1,1,2,3,3,2,1
46,1,2,3,1,1,1,3
47,1,1,1,2,2,3,2
47,1,2,3,1,3,1,3
48,1,1,1,2,2,2,1
48,1,2,2,3,1,3,2
49,1,1,2,1,2,2,3
49,1,2,3,2,1,1,1
50,1,1,2,2,2,1,3
50,1,2,1,3,3,3,2
51,1,1,3,1,1,2,2
51,1,2,1,3,3,3,1
52,1,1,1,3,2,1,3
52,1,2,2,2,3,2,1
53,1,1,3,1,1,3,2
53,1,2,2,3,2,1,1
54,1,1,1,1,1,2,2
54,1,2,3,2,3,3,3
55,1,1,1,1,2,3,3
55,1,2,3,2,3,1,2
56,1,1,1,1,3,1,2
56,1,2,2,3,1,2,1
57,1,1,2,2,1,3,3
57,1,2,3,3,2,2,1
58,1,1,3,1,2,3,1
58,1,2,1,3,1,1,3
59,1,1,2,2,3,2,2
59,1,2,3,3,2,3,3
60,1,1,2,1,3,2,2
60,1,2,1,2,1,1,1
61,1,1,1,1,2,2,3
61,1,2,2,3,1,3,2
62,1,1,2,1,1,3,3
62,1,2,3,2,3,1,1
63,1,1,3,3,2,1,2
63,1,2,1,2,3,2,1
64,1,1,2,2,2,3,2
64,1,2,3,3,1,2,3
65,1,1,1,1,3,1,1
65,1,2,3,2,1,2,2
66,1,1,2,3,3,1,3
66,1,2,1,1,2,3,1
67,1,1,1,3,2,2,2
67,1,2,3,1,3,3,3
68,1,1,3,3,3,3,2
68,1,2,2,2,1,1,1
69,1,1,1,2,1,2,3
69,1,2,2,1,2,1,1
70,1,1,1,3,1,3,1
70,1,2,2,1,3,2,3
71,1,1,3,2,2,1,2
71,1,2,2,3,3,2,1
72,1,1,3,2,2,3,3
72,1,2,1,1,1,1,2
73,1,1,1,3,3,1,3
73,1,2,3,1,1,2,1
74,1,1,3,3,1,1,1
74,1,2,2,2,2,3,2
75,1,1,2,1,3,3,2
75,1,2,1,2,2,2,3
76,1,1,2,1,2,1,3
76,1,2,1,2,3,3,1
77,1,1,3,3,1,2,2
77,1,2,1,1,3,3,1
78,1,1,2,3,2,1,2
78,1,2,3,2,1,2,3
79,1,1,2,2,1,3,3
79,1,2,3,1,2,2,1
80,1,1,1,3,3,1,2
80,1,2,3,2,2,3,1
81,1,1,1,1,1,1,3
81,1,2,2,3,3,2,2
82,1,1,2,3,1,3,1
82,1,2,3,1,3,1,3
83,1,1,3,3,3,3,3
83,1,2,1,2,2,2,2
84,1,1,2,2,1,1,2
84,1,2,1,1,2,2,1
85,1,1,2,3,2,2,3
85,1,2,1,1,1,3,2
86,1,1,1,3,2,3,3
86,1,2,3,2,3,1,1
87,1,1,2,2,1,1,1
87,1,2,3,1,3,2,2
88,1,1,1,2,3,2,3
88,1,2,3,1,2,1,2
89,1,1,1,2,3,1,2
89,1,2,2,3,1,3,1
90,1,1,3,3,2,3,1
90,1,2,2,1,1,2,3
91,1,1,1,3,1,1,3
91,1,2,2,1,3,3,2
92,1,1,1,1,1,3,2
92,1,2,3,2,2,2,1
93,1,1,3,2,2,1,3
93,1,2,2,3,3,2,1
94,1,1,2,1,2,1,1
94,1,2,3,3,1,2,2
95,1,1,1,2,3,3,3
95,1,2,2,3,2,1,2
96,1,1,1,2,3,2,1
96,1,2,3,1,1,3,3
97,1,1,2,2,2,3,2
97,1,2,3,1,3,1,1
98,1,1,3,2,3,3,2
98,1,2,1,3,1,2,3
99,1,1,1,3,1,1,1
99,1,2,2,1,2,2,3
100,1,1,2,2,1,1,3
100,1,2,1,3,2,2,2
101,1,1,2,2,1,2,2
101,1,2,3,1,3,3,1
102,1,1,1,1,2,3,1
102,1,2,3,3,3,1,3
103,1,1,2,3,3,3,3
103,1,2,3,1,1,2,2
104,1,1,1,2,2,1,1
104,1,2,2,1,3,2,3
105,1,1,3,2,1,3,1
105,1,2,1,3,2,1,2
106,1,1,2,3,3,2,1
106,1,2,3,1,1,1,2
107,1,1,1,2,2,3,3
107,1,2,3,3,1,2,1
108,1,1,2,1,2,1,3
108,1,2,1,2,3,3,2
109,1,1,2,2,1,1,1
109,1,2,3,3,2,3,3
110,1,1,1,1,3,2,2
110,1,2,2,3,2,3,1
111,1,1,1,1,1,2,2
111,1,2,3,2,3,1,3
112,1,1,2,2,1,3,2
112,1,2,1,3,3,1,1
113,1,1,2,3,3,1,2
113,1,2,3,1,2,2,3
114,1,1,1,1,1,3,3
114,1,2,3,2,2,2,1
115,1,1,3,3,2,1,2
115,1,2,2,1,3,3,1
116,1,1,1,2,1,2,3
116,1,2,2,1,2,1,1
117,1,1,1,2,3,2,3
117,1,2,3,3,1,3,2
118,1,1,2,2,2,2,2
118,1,2,1,1,1,1,1
119,1,1,1,1,2,1,2
119,1,2,3,3,3,3,3
120,1,1,2,2,1,3,3
120,1,2,3,3,3,2,1
121,1,1,1,3,2,2,3
121,1,2,3,2,3,1,2
122,1,1,2,1,1,3,1
122,1,2,1,3,2,1,3
123,1,1,2,1,3,3,2
123,1,2,3,2,1,2,1
124,1,1,3,1,1,1,3
124,1,2,1,2,2,3,1
125,1,1,2,3,3,2,2
125,1,2,3,1,2,3,3
126,1,1,1,3,1,2,1
126,1,2,2,2,3,1,3
127,1,1,2,1,2,2,1
127,1,2,1,3,1,3,2
128,1,1,2,3,2,2,3
128,1,2,3,2,3,1,2
129,1,1,1,2,3,3,1
129,1,2,3,1,1,1,2
130,1,1,3,2,2,3,2
130,1,2,2,3,1,1,3
131,1,1,2,2,1,1,3
131,1,2,1,1,3,2,1
132,1,1,1,1,2,2,2
132,1,2,3,3,3,3,1
133,1,1,3,1,3,2,3
133,1,2,1,3,2,1,1
134,1,1,2,2,1,3,2
134,1,2,1,1,3,1,3
135,1,1,3,2,1,2,1
135,1,2,2,3,2,3,2
136,1,1,1,3,1,3,3
136,1,2,2,1,3,1,1
137,1,1,3,2,2,2,2
137,1,2,2,1,3,3,3
138,1,1,3,3,1,1,1
138,1,2,1,2,2,2,2
139,1,1,3,1,2,3,1
139,1,2,1,2,3,1,2
140,1,1,1,2,3,3,1
140,1,2,2,3,1,2,3
141,1,1,2,2,2,2,3
141,1,2,3,1,1,1,2
142,1,1,3,3,3,2,2
142,1,2,2,1,2,1,1
143,1,1,2,2,3,2,1
143,1,2,1,3,1,3,3
144,1,1,1,1,1,3,2
144,1,2,3,3,2,1,3
145,1,1,3,1,2,3,3
145,1,2,1,2,1,1,1
146,1,1,1,2,2,1,3
146,1,2,2,3,3,2,2
147,1,1,2,3,3,3,2
147,1,2,3,1,1,2,1
148,1,1,1,1,3,2,3
148,1,2,3,3,2,3,1
149,1,1,2,2,1,1,2
149,1,2,3,1,3,3,3
150,1,1,1,3,2,1,2
150,1,2,2,2,1,2,1
151,1,1,1,1,1,2,2
151,1,2,3,2,3,1,3
152,1,1,3,2,1,2,3
152,1,2,2,3,2,3,1
153,1,1,2,1,2,3,2
153,1,2,1,3,3,1,1
154,1,1,2,1,1,1,3
154,1,2,3,3,3,2,2
155,1,1,1,2,2,3,1
155,1,2,3,3,1,1,2
156,1,1,2,1,2,2,1
156,1,2,1,2,3,3,3
157,1,1,1,3,1,2,1
157,1,2,3,2,2,3,2
158,1,1,3,2,1,3,1
158,1,2,2,1,3,1,3
159,1,1,1,1,3,1,2
159,1,2,2,3,2,2,3
160,1,1,2,2,3,1,1
160,1,2,1,3,1,3,3
161,1,1,3,1,2,2,2
161,1,2,2,3,3,3,1
162,1,1,3,2,2,1,3
162,1,2,1,1,1,2,2
163,1,1,2,2,1,3,2
163,1,2,1,3,2,1,1
164,1,1,3,1,3,2,3
164,1,2,2,2,2,1,2
165,1,1,3,1,1,3,1
165,1,2,1,3,3,2,3
166,1,1,1,1,2,3,2
166,1,2,3,3,1,1,1
167,1,1,2,2,3,2,3
167,1,2,1,1,2,1,1
168,1,1,3,3,3,3,2
168,1,2,2,2,1,2,3
169,1,1,3,2,2,2,1
169,1,2,2,1,1,3,3
170,1,1,2,1,2,2,1
170,1,2,1,3,3,1,2
171,1,1,3,3,1,1,3
171,1,2,1,2,3,3,2
172,1,1,3,1,3,1,1
172,1,2,1,2,2,3,3
173,1,1,2,3,1,2,2
173,1,2,3,2,3,3,1
174,1,1,1,1,1,2,2
174,1,2,2,3,2,1,3
175,1,1,2,1,3,1,1
175,1,2,3,3,2,2,2
176,1,1,1,2,1,3,3
176,1,2,2,3,3,2,1
177,1,1,3,1,2,3,3
177,1,2,1,2,1,1,2
178,1,1,1,2,3,2,1
178,1,2,2,1,1,3,2
179,1,1,3,3,2,1,3
179,1,2,2,2,3,3,2
180,1,1,3,1,3,1,3
180,1,2,1,3,1,2,1
181,1,1,3,2,2,2,2
181,1,2,2,3,1,3,1
182,1,1,3,3,3,3,2
182,1,2,1,1,2,1,3
183,1,1,1,1,2,2,3
183,1,2,2,2,1,1,1
184,1,1,2,2,2,1,2
184,1,2,3,1,1,3,1
185,1,1,1,3,3,2,3
185,1,2,2,1,1,1,2
186,1,1,1,3,2,3,1
186,1,2,3,2,3,2,3
187,1,1,1,1,3,1,2
187,1,2,2,3,2,3,3
188,1,1,2,1,3,3,3
188,1,2,3,2,1,2,1
189,1,1,3,3,1,1,2
189,1,2,1,2,2,2,1
190,1,1,2,1,2,2,2
190,1,2,1,2,1,1,3
191,1,1,3,3,3,3,1
191,1,2,2,2,1,2,3
192,1,1,1,1,3,1,1
192,1,2,3,3,2,3,2
193,1,1,2,2,2,1,1
193,1,2,1,1,1,3,3
194,1,1,3,3,3,2,2
194,1,2,1,1,2,3,1
195,1,1,2,2,3,2,2
195,1,2,3,3,1,1,3
196,1,1,3,1,1,2,1
196,1,2,1,2,3,3,2
197,1,1,2,3,2,1,3
197,1,2,1,1,1,2,2
198,1,1,3,2,2,3,3
198,1,2,2,3,3,1,1
199,1,1,1,3,1,3,3
199,1,2,3,2,2,1,2
200,1,1,2,1,3,2,1
200,1,2,1,3,2,1,2
201,1,1,2,2,1,3,1
201,1,2,3,1,3,2,3
202,1,1,3,2,3,1,3
202,1,2,1,3,2,2,1
203,1,1,2,1,1,3,2
203,1,2,1,2,3,1,1
204,1,1,3,1,1,3,2
204,1,2,2,3,2,2,3
205,1,1,3,1,2,1,1
205,1,2,1,3,1,2,2
206,1,1,2,2,3,3,3
206,1,2,3,3,1,1,1
207,1,1,1,2,2,2,2
207,1,2,2,1,3,3,3
208,1,1,3,2,1,2,3
208,1,2,1,3,3,3,1
209,1,1,1,3,1,2,3
209,1,2,2,1,2,1,2
210,1,1,2,1,3,1,2
210,1,2,3,2,2,3,1
211,1,1,1,2,1,1,3
211,1,2,3,1,2,2,1
212,1,1,2,3,3,3,2
212,1,2,1,1,1,1,1
213,1,1,3,2,3,2,2
213,1,2,2,3,2,3,3
214,1,1,1,2,2,3,2
214,1,2,2,3,1,2,1
215,1,1,3,1,3,1,3
215,1,2,2,2,2,2,1
216,1,1,1,1,3,3,3
216,1,2,3,3,1,1,2
217,1,1,1,1,2,2,3
217,1,2,3,2,1,3,1
218,1,1,2,3,3,1,2
218,1,2,3,1,2,3,3
219,1,1,1,2,3,1,1
219,1,2,2,3,1,2,2
220,1,1,1,3,3,3,1
220,1,2,2,2,1,1,3
221,1,1,2,2,1,3,1
221,1,2,3,1,2,2,2
222,1,1,3,3,3,2,3
222,1,2,1,1,2,1,2
223,1,1,2,1,3,2,1
223,1,2,3,2,1,3,2
224,1,1,1,3,2,1,3
224,1,2,3,2,3,2,2
225,1,1,2,3,2,1,1
225,1,2,1,1,1,3,3
226,1,1,3,1,1,1,1
226,1,2,2,2,2,2,3
227,1,1,2,2,1,1,3
227,1,2,1,3,3,3,2
228,1,1,3,3,2,3,1
228,1,2,1,1,3,2,2
229,1,1,2,1,2,3,2
229,1,2,3,3,1,2,3
230,1,1,2,1,1,3,2
230,1,2,1,2,3,1,1
231,1,1,3,3,3,1,1
231,1,2,1,2,2,2,3
232,1,1,1,1,1,2,1
232,1,2,3,2,2,1,2
233,1,1,1,2,1,1,2
233,1,2,2,3,3,3,3
234,1,1,2,1,3,2,1
234,1,2,3,3,2,3,3
235,1,1,3,1,3,1,3
235,1,2,1,2,2,3,1
236,1,1,2,3,1,2,2
236,1,2,1,2,3,3,3
237,1,1,3,3,1,2,2
237,1,2,2,1,2,1,1
238,1,1,1,3,2,1,2
238,1,2,3,1,1,3,1
239,1,1,1,3,1,3,1
239,1,2,2,2,3,2,3
240,1,1,2,1,2,2,3
240,1,2,3,2,3,1,2
241,1,1,3,2,2,2,1
241,1,2,2,1,1,1,3
242,1,1,2,2,1,1,1
242,1,2,1,3,3,3,2
243,1,1,3,1,3,3,2
243,1,2,1,3,2,2,3
244,1,1,2,2,2,3,2
244,1,2,1,1,3,2,1
245,1,1,3,3,1,1,3
245,1,2,2,1,2,3,2
246,1,1,1,2,1,2,3
246,1,2,3,3,3,1,1
247,1,1,2,3,3,2,1
247,1,2,1,1,1,1,2
248,1,1,2,3,3,1,2
248,1,2,3,2,2,3,3
249,1,1,3,1,2,2,1
249,1,2,1,2,1,3,3
250,1,1,2,3,2,3,1
250,1,2,3,2,3,2,2
251,1,1,2,2,3,3,1
251,1,2,1,1,1,1,3
252,1,1,1,3,2,2,2
252,1,2,3,1,3,1,3
253,1,1,3,3,1,3,1
253,1,2,2,2,2,1,2
254,1,1,2,1,1,2,3
254,1,2,1,3,2,1,1
255,1,1,3,2,1,2,2
255,1,2,1,1,3,3,3
256,1,1,2,3,2,1,3
256,1,2,1,2,3,2,1
257,1,1,3,1,1,3,2
257,1,2,2,3,3,2,3
258,1,1,1,2,1,3,2
258,1,2,3,1,2,1,1
259,1,1,2,2,1,1,1
259,1,2,3,3,2,3,3
260,1,1,1,1,3,2,2
260,1,2,2,3,1,3,1
261,1,1,1,1,2,2,2
261,1,2,3,2,3,1,3
262,1,1,3,1,3,3,1
262,1,2,1,3,1,1,2
263,1,1,3,3,3,3,2
263,1,2,2,2,2,2,3
264,1,1,2,1,1,2,1
264,1,2,1,2,2,1,3
265,1,1,2,1,2,3,2
265,1,2,3,3,1,2,3
266,1,1,2,1,1,3,3
266,1,2,1,2,3,1,1
267,1,1,3,2,2,2,1
267,1,2,2,3,3,1,2
268,1,1,1,3,1,2,1
268,1,2,3,1,2,1,2
269,1,1,1,2,3,3,3
269,1,2,3,3,1,2,2
270,1,1,1,1,2,3,1
270,1,2,2,2,3,1,3
271,1,1,2,2,1,3,2
271,1,2,3,1,3,2,3
272,1,1,2,2,3,2,2
272,1,2,1,3,2,1,1
273,1,1,1,1,1,1,3
273,1,2,3,3,2,3,1
274,1,1,1,3,3,3,3
274,1,2,3,2,1,1,1
275,1,1,3,2,1,3,3
275,1,2,2,1,2,2,2
276,1,1,2,1,3,1,1
276,1,2,1,3,2,2,2
277,1,1,1,1,3,3,1
277,1,2,2,3,2,1,3
278,1,1,2,3,3,3,3
278,1,2,3,2,1,2,2
279,1,1,3,2,2,2,1
279,1,2,1,1,1,1,2
280,1,1,2,3,1,2,1
280,1,2,1,2,2,3,2
281,1,1,2,2,1,3,1
281,1,2,3,1,3,1,3
282,1,1,3,1,2,1,2
282,1,2,1,3,3,2,3
283,1,1,3,1,2,3,3
283,1,2,2,2,3,1,2
284,1,1,3,2,3,3,2
284,1,2,1,3,1,2,1
285,1,1,1,3,1,1,1
285,1,2,2,1,2,2,3
286,1,1,1,2,2,1,3
286,1,2,3,1,3,2,1
287,1,1,1,2,3,2,1
287,1,2,2,3,1,3,2
288,1,1,2,1,2,3,1
288,1,2,3,3,1,1,3
289,1,1,3,3,3,1,2
289,1,2,1,1,1,3,3
290,1,1,3,3,3,3,1
290,1,2,2,2,2,2,2
291,1,1,2,1,1,1,2
291,1,2,1,2,2,2,3
292,1,1,1,3,2,3,2
292,1,2,3,1,1,2,3
293,1,1,2,2,3,1,1
293,1,2,3,3,2,2,3
294,1,1,2,2,1,1,1
294,1,2,1,1,3,3,2
295,1,1,3,2,2,3,1
295,1,2,2,3,3,2,3
296,1,1,1,1,1,1,2
296,1,2,2,3,2,3,3
297,1,1,1,1,3,2,1
297,1,2,3,2,1,1,2
298,1,1,2,1,2,1,1
298,1,2,1,2,1,3,3
299,1,1,2,1,1,3,1
299,1,2,3,3,3,2,2
300,1,1,1,3,2,1,2
300,1,2,3,2,3,2,3
301,1,1,2,3,1,2,2
301,1,2,3,1,2,1,3
302,1,1,3,3,1,1,3
302,1,2,1,2,3,3,1
303,1,1,1,2,2,2,1
303,1,2,2,1,3,3,2
304,1,1,3,1,1,2,1
304,1,2,2,2,3,1,3
305,1,1,2,1,1,2,3
305,1,2,1,3,2,3,2
306,1,1,1,3,3,1,1
306,1,2,3,2,2,3,2
307,1,1,2,3,2,1,1
307,1,2,1,1,3,2,2
308,1,1,3,2,1,3,3
308,1,2,2,3,2,2,1
309,1,1,1,1,3,1,3
309,1,2,3,2,1,3,2
310,1,1,1,2,1,2,2
310,1,2,3,1,3,3,1
311,1,1,2,3,2,1,3
311,1,2,1,1,1,3,1
312,1,1,3,3,2,2,3
312,1,2,2,2,3,1,2
313,1,1,3,2,2,1,1
313,1,2,2,3,3,3,3
314,1,1,3,3,3,3,1
314,1,2,1,1,1,2,2
315,1,1,1,1,2,1,3
315,1,2,2,2,1,2,2
316,1,1,1,2,2,3,3
316,1,2,3,3,1,1,1
317,1,1,2,1,3,2,2
317,1,2,1,3,1,3,3
318,1,1,3,1,2,1,2
318,1,2,2,2,3,2,1
319,1,1,2,1,2,3,1
319,1,2,1,3,3,1,2
320,1,1,2,3,2,3,2
320,1,2,3,2,1,2,3
321,1,1,1,2,1,1,1
321,1,2,3,1,3,2,3
322,1,1,1,3,2,2,1
322,1,2,2,1,1,3,3
323,1,1,2,3,1,2,1
323,1,2,3,2,3,1,2
324,1,1,1,1,3,1,3
324,1,2,3,2,2,3,2
325,1,1,2,2,2,1,3
325,1,2,3,3,3,3,2
326,1,1,2,2,3,3,3
326,1,2,1,1,1,2,1
327,1,1,1,3,1,2,2
327,1,2,3,1,2,1,1
328,1,1,1,2,2,2,3
328,1,2,2,1,1,1,2
329,1,1,3,3,3,3,1
329,1,2,2,1,2,2,2
330,1,1,1,2,3,3,1
330,1,2,3,3,1,1,3
331,1,1,2,3,1,3,3
331,1,2,3,1,2,2,1
332,1,1,1,2,3,1,2
332,1,2,3,1,1,3,3
333,1,1,1,3,2,1,2
333,1,2,2,2,3,2,1
334,1,1,2,2,1,1,1
334,1,2,1,3,3,2,3
335,1,1,2,3,3,1,3
335,1,2,3,1,2,3,2
336,1,1,3,1,1,2,2
336,1,2,1,2,2,3,1
337,1,1,2,1,3,3,2
337,1,2,3,3,1,1,1
338,1,1,3,1,3,1,1
338,1,2,1,2,2,2,3
339,1,1,1,2,1,3,2
339,1,2,2,3,2,2,3
340,1,1,1,1,1,3,3
340,1,2,3,3,3,2,2
341,1,1,2,2,2,1,1
341,1,2,1,1,3,2,3
342,1,1,3,2,2,1,2
342,1,2,2,3,1,3,1
343,1,1,3,2,1,2,3
343,1,2,1,1,2,3,1
344,1,1,2,3,3,1,2
344,1,2,3,2,2,3,3
345,1,1,1,3,1,1,2
345,1,2,2,1,3,2,1
346,1,1,3,3,3,2,1
346,1,2,2,1,2,1,3
347,1,1,1,2,1,3,2
347,1,2,3,1,3,1,3
348,1,1,1,3,1,3,1
348,1,2,2,2,2,2,2
349,1,1,3,3,2,3,2
349,1,2,1,2,3,1,3
350,1,1,2,1,1,2,1
350,1,2,3,2,3,3,2
351,1,1,1,3,2,2,1
351,1,2,2,1,1,1,3
352,1,1,3,2,1,1,1
352,1,2,2,3,3,3,3
353,1,1,1,1,2,2,2
353,1,2,2,2,1,3,3
354,1,1,1,1,3,1,1
354,1,2,3,3,2,2,2
355,1,1,2,1,3,3,2
355,1,2,1,3,2,1,3
356,1,1,2,1,2,1,2
356,1,2,3,2,1,2,1
357,1,1,1,2,3,2,3
357,1,2,3,3,1,3,1
358,1,1,1,3,1,1,2
358,1,2,3,1,2,3,3
359,1,1,3,1,1,1,3
359,1,2,2,2,3,2,1
360,1,1,2,2,2,3,1
360,1,2,1,3,3,2,2
361,1,1,2,2,1,1,2
361,1,2,1,1,3,3,1
362,1,1,3,3,2,2,3
362,1,2,1,1,1,3,2
363,1,1,2,2,2,2,3
363,1,2,3,3,3,1,1
364,1,1,1,2,2,1,1
364,1,2,2,3,1,2,2
365,1,1,2,3,2,1,1
365,1,2,3,1,3,3,3
366,1,1,3,2,3,2,2
366,1,2,1,3,1,3,3
367,1,1,3,1,1,2,1
367,1,2,1,2,3,1,3
368,1,1,1,3,1,2,3
368,1,2,2,1,2,3,2
369,1,1,2,1,3,1,1
369,1,2,3,2,2,3,2
370,1,1,1,1,2,2,1
370,1,2,2,3,3,3,3
371,1,1,3,2,1,1,2
371,1,2,1,3,2,3,1
372,1,1,3,1,3,1,2
372,1,2,2,2,1,2,3
373,1,1,1,1,2,1,3
373,1,2,2,3,3,3,2
374,1,1,3,2,1,2,1
374,1,2,2,3,2,1,2
375,1,1,3,1,1,2,3
375,1,2,1,2,3,3,1
376,1,1,3,2,2,3,3
376,1,2,1,1,3,2,2
377,1,1,1,2,3,2,2
377,1,2,2,3,1,1,1
378,1,1,3,3,2,1,3
378,1,2,2,1,1,3,1
379,1,1,3,3,3,2,1
379,1,2,1,2,1,1,2
380,1,1,3,2,3,1,1
380,1,2,2,1,2,3,3
381,1,1,1,3,1,3,3
381,1,2,2,1,2,2,2
382,1,1,2,2,3,2,3
382,1,2,1,1,2,1,1
383,1,1,3,3,1,3,2
383,1,2,1,1,3,1,3
384,1,1,2,2,2,3,1
384,1,2,3,3,1,2,2
385,1,1,2,2,1,1,3
385,1,2,1,3,2,2,1
386,1,1,2,3,1,1,1
386,1,2,3,1,3,3,2
387,1,1,3,1,3,2,3
387,1,2,1,2,2,3,2
388,1,1,1,1,1,1,2
388,1,2,2,3,3,3,3
389,1,1,3,2,2,2,1
389,1,2,2,3,3,1,2
390,1,1,1,2,2,2,3
390,1,2,3,1,1,3,1
391,1,1,3,3,2,1,3
391,1,2,2,1,1,2,2
392,1,1,3,1,2,1,2
392,1,2,1,2,3,3,1
393,1,1,1,3,3,2,1
393,1,2,2,2,1,3,3
394,1,1,1,2,1,1,3
394,1,2,2,1,2,2,1
395,1,1,1,1,1,1,1
395,1,2,3,3,3,3,2
396,1,1,2,2,3,2,2
396,1,2,3,3,2,3,3
397,1,1,1,3,1,2,2
397,1,2,3,2,3,1,1
398,1,1,3,2,1,1,2
398,1,2,2,1,2,3,3
399,1,1,2,3,2,3,1
399,1,2,1,1,3,2,3
400,1,1,2,3,3,1,3
400,1,2,1,2,2,3,2
401,1,1,3,1,1,2,1
401,1,2,1,3,2,1,2
402,1,1,2,2,1,2,3
402,1,2,3,1,3,3,1
403,1,1,1,1,1,3,1
403,1,2,3,3,2,2,3
404,1,1,1,3,1,3,3
404,1,2,2,2,3,1,2
405,1,1,2,1,2,2,2
405,1,2,3,2,3,1,1
406,1,1,3,1,2,1,3
406,1,2,2,3,1,2,1
407,1,1,2,1,1,1,3
407,1,2,1,2,3,3,2
408,1,1,3,2,2,2,2
408,1,2,1,3,3,3,1
409,1,1,1,1,3,2,3
409,1,2,2,2,2,1,1
410,1,1,3,3,1,3,2
410,1,2,1,1,2,1,1
411,1,1,2,2,1,3,2
411,1,2,3,3,3,2,3
412,1,1,2,1,3,3,2
412,1,2,1,2,1,1,3
413,1,1,3,3,2,2,1
413,1,2,2,2,3,3,3
414,1,1,1,3,2,1,2
414,1,2,3,1,1,2,1
415,1,1,3,2,2,3,3
415,1,2,2,3,3,1,1
416,1,1,1,1,1,2,2
416,1,2,3,3,3,1,3
417,1,1,2,2,2,2,1
417,1,2,1,1,1,3,2
418,1,1,2,3,3,2,2
418,1,2,3,2,1,3,1
419,1,1,2,3,1,3,1
419,1,2,1,1,2,1,3
420,1,1,3,1,2,1,2
420,1,2,1,2,3,2,3
421,1,1,1,3,2,2,2
421,1,2,3,1,3,3,1
422,1,1,2,2,1,1,3
422,1,2,1,3,2,3,1
423,1,1,3,2,3,1,2
423,1,2,2,1,1,2,3
424,1,1,3,3,1,1,3
424,1,2,2,1,2,3,2
425,1,1,1,2,3,2,1
425,1,2,3,1,2,3,3
426,1,1,1,3,1,1,1
426,1,2,2,2,3,2,2
427,1,1,2,1,3,1,1
427,1,2,1,2,2,3,3
428,1,1,3,3,1,2,2
428,1,2,1,1,3,3,3
429,1,1,3,2,2,2,1
429,1,2,2,3,1,1,2
430,1,1,2,3,2,2,3
430,1,2,3,1,3,1,2
431,1,1,1,2,1,3,1
431,1,2,3,3,3,2,3
432,1,1,2,2,2,1,1
432,1,2,1,1,1,3,2
433,1,1,2,3,3,3,3
